0,2019-08-28,0.070231,0.035507,0.079985,0.393195,0.109768
1,2019-08-29,0.066646,0.033893,0.071482,0.393195,0.089108
2,2019-08-30,0.067937,0.023910,0.064474,0.395085,0.104568
3,2019-08-31,0.068414,0.017717,0.064474,0.395085,0.104568
4,2019-09-01,0.070283,0.017690,0.064474,0.395085,0.104568
5,2019-09-02,0.078928,0.034478,0.092226,0.395085,0.104568
6,2019-09-03,0.082991,0.040660,0.089329,0.395085,0.114125
7,2019-09-04,0.082565,0.033016,0.093440,0.395085,0.081377
8,2019-09-05,0.082286,0.026676,0.061017,0.395085,0.066479
9,2019-09-06,0.079024,0.041099,0.051579,0.393195,0.048630
10,2019-09-07,0.081431,0.028863,0.051579,0.393195,0.048630
11,2019-09-08,0.080315,0.024128,0.051579,0.393195,0.048630
12,2019-09-09,0.078755,0.035485,0.047561,0.395085,0.052424
13,2019-09-10,0.075539,0.027704,0.036629,0.395085,0.051441
14,2019-09-11,0.076455,0.029212,0.040460,0.395085,0.043148
15,2019-09-12,0.079858,0.028910,0.044478,0.395085,0.037667
16,2019-09-13,0.079130,0.025399,0.037002,0.396975,0.030921
17,2019-09-14,0.079093,0.023544,0.037002,0.396975,0.030921
18,2019-09-15,0.078942,0.019420,0.037002,0.396975,0.030921
19,2019-09-16,0.077900,0.028437,0.048122,0.417769,0.043992
20,2019-09-17,0.077379,0.028855,0.050084,0.427221,0.040759
21,2019-09-18,0.076747,0.031357,0.052140,0.417769,0.033872
22,2019-09-19,0.077748,0.042260,0.043170,0.351607,0.035278
23,2019-09-20,0.076503,0.027205,0.051205,0.351607,0.053127
24,2019-09-21,0.074126,0.023418,0.051205,0.351607,0.053127
25,2019-09-22,0.074870,0.022765,0.051205,0.351607,0.053127
26,2019-09-23,0.069863,0.028393,0.065969,0.351607,0.047365
27,2019-09-24,0.053584,0.056914,0.074192,0.351607,0.077442
28,2019-09-25,0.051623,0.047488,0.048309,0.351607,0.062122
29,2019-09-26,0.046220,0.040294,0.050925,0.342155,0.063668
30,2019-09-27,0.048171,0.032050,0.045973,0.338374,0.079831
31,2019-09-28,0.048084,0.025489,0.045973,0.338374,0.079831
32,2019-09-29,0.046003,0.022288,0.045973,0.338374,0.079831
33,2019-09-30,0.048788,0.034094,0.014670,0.351607,0.066058
34,2019-10-01,0.049513,0.028857,0.029714,0.347826,0.098665
35,2019-10-02,0.050244,0.022551,0.047374,0.342155,0.126774
36,2019-10-03,0.048291,0.024123,0.052887,0.338374,0.106535
37,2019-10-04,0.047497,0.022591,0.052046,0.336484,0.077301
38,2019-10-05,0.046698,0.019874,0.052046,0.336484,0.077301
39,2019-10-06,0.044300,0.022653,0.052046,0.336484,0.077301
40,2019-10-07,0.048080,0.036682,0.044104,0.336484,0.088826
41,2019-10-08,0.047832,0.029687,0.043637,0.336484,0.122839
42,2019-10-09,0.053220,0.040661,0.051953,0.336484,0.099789
43,2019-10-10,0.053084,0.035550,0.040833,0.336484,0.084751
44,2019-10-11,0.049197,0.041295,0.029434,0.336484,0.056781
45,2019-10-12,0.049415,0.026622,0.029434,0.336484,0.056781
46,2019-10-13,0.049186,0.024526,0.029434,0.336484,0.056781
47,2019-10-14,0.049974,0.028412,0.037750,0.336484,0.042586
48,2019-10-15,0.047489,0.028612,0.024575,0.351607,0.028110
49,2019-10-16,0.045171,0.031074,0.034386,0.351607,0.030077
50,2019-10-17,0.045999,0.025986,0.038404,0.342155,0.031623
51,2019-10-18,0.044080,0.029859,0.034480,0.342155,0.038089
52,2019-10-19,0.044306,0.024496,0.034480,0.342155,0.038089
53,2019-10-20,0.047734,0.029433,0.034480,0.342155,0.038089
54,2019-10-21,0.048052,0.030487,0.028873,0.342155,0.034575
55,2019-10-22,0.045622,0.033192,0.028312,0.342155,0.041040
56,2019-10-23,0.037348,0.048061,0.035975,0.342155,0.034715
57,2019-10-24,0.037037,0.031645,0.044384,0.342155,0.030499
58,2019-10-25,0.054174,0.067626,0.044945,0.338374,0.015601
59,2019-10-26,0.062752,0.113313,0.044945,0.338374,0.015601
60,2019-10-27,0.067255,0.078875,0.044945,0.338374,0.015601
61,2019-10-28,0.062916,0.074116,0.036068,0.338374,0.022066
62,2019-10-29,0.065434,0.066820,0.031303,0.336484,0.023331
63,2019-10-30,0.062175,0.064737,0.040179,0.336484,0.011103
64,2019-10-31,0.062085,0.061488,0.057092,0.291115,0.023612
65,2019-11-01,0.062988,0.054952,0.053915,0.289225,0.010682
66,2019-11-02,0.063922,0.046035,0.053915,0.289225,0.010682
67,2019-11-03,0.062610,0.045716,0.053915,0.289225,0.010682
68,2019-11-04,0.065213,0.060292,0.053728,0.287335,0.018131
69,2019-11-05,0.064184,0.060374,0.028406,0.287335,0.021926
70,2019-11-06,0.064453,0.051507,0.037002,0.285444,0.015179
71,2019-11-07,0.063083,0.050253,0.011867,0.285444,0.016725
72,2019-11-08,0.056290,0.054976,0.008597,0.285444,0.007449
73,2019-11-09,0.056418,0.035434,0.008597,0.285444,0.007449
74,2019-11-10,0.059970,0.044141,0.008597,0.285444,0.007449
75,2019-11-11,0.055599,0.043208,0.003177,0.285444,0.016163
76,2019-11-12,0.056449,0.043336,0.000000,0.285444,0.016022
77,2019-11-13,0.056340,0.035339,0.008970,0.285444,0.020520
78,2019-11-14,0.054869,0.039792,0.018408,0.285444,0.021223
79,2019-11-15,0.051697,0.047639,0.013829,0.285444,0.007168
80,2019-11-16,0.052560,0.032300,0.013829,0.285444,0.007168
81,2019-11-17,0.052959,0.038588,0.013829,0.285444,0.007168
82,2019-11-18,0.049014,0.047010,0.017006,0.285444,0.012930
83,2019-11-19,0.047500,0.045575,0.019249,0.285444,0.018552
84,2019-11-20,0.044874,0.044651,0.018968,0.285444,0.017428
85,2019-11-21,0.039229,0.049714,0.009251,0.285444,0.022347
86,2019-11-22,0.034146,0.083646,0.009437,0.285444,0.011244
87,2019-11-23,0.035632,0.045359,0.009437,0.285444,0.011244
88,2019-11-24,0.030495,0.072626,0.009437,0.285444,0.011244
89,2019-11-25,0.031937,0.108073,0.003084,0.285444,0.004638
90,2019-11-26,0.032998,0.045708,0.006728,0.285444,0.000000
91,2019-11-27,0.037598,0.053988,0.003364,0.285444,0.002952
92,2019-11-28,0.036591,0.039692,0.014483,0.285444,0.002952
93,2019-11-29,0.040968,0.041600,0.014483,0.287335,0.015179
94,2019-11-30,0.038155,0.034218,0.014483,0.287335,0.015179
95,2019-12-01,0.036021,0.038739,0.014483,0.287335,0.015179
96,2019-12-02,0.034519,0.033998,0.011213,0.287335,0.047365
97,2019-12-03,0.034492,0.027388,0.025416,0.285444,0.062122
98,2019-12-04,0.033492,0.047255,0.021491,0.285444,0.045819
99,2019-12-05,0.036374,0.039015,0.024201,0.285444,0.041883
100,2019-12-06,0.037823,0.036956,0.007382,0.285444,0.029234
101,2019-12-07,0.037958,0.029286,0.007382,0.285444,0.029234
102,2019-12-08,0.038077,0.029160,0.007382,0.285444,0.029234
103,2019-12-09,0.035678,0.036283,0.007195,0.285444,0.060717
104,2019-12-10,0.033875,0.037374,0.010185,0.285444,0.058187
105,2019-12-11,0.032984,0.031881,0.016632,0.285444,0.048489
106,2019-12-12,0.033362,0.039336,0.014110,0.285444,0.033732
107,2019-12-13,0.033751,0.034124,0.022426,0.285444,0.015320
108,2019-12-14,0.031622,0.034157,0.022426,0.285444,0.015320
109,2019-12-15,0.032028,0.033416,0.022426,0.285444,0.015320
110,2019-12-16,0.028801,0.043057,0.021772,0.287335,0.008433
111,2019-12-17,0.024514,0.049279,0.021865,0.285444,0.010541
112,2019-12-18,0.033856,0.076686,0.020090,0.285444,0.014617
113,2019-12-19,0.032770,0.059523,0.025416,0.285444,0.013493
114,2019-12-20,0.033005,0.050060,0.022145,0.285444,0.013633
115,2019-12-21,0.032598,0.040451,0.022145,0.285444,0.013633
116,2019-12-22,0.037303,0.051509,0.022145,0.285444,0.013633
117,2019-12-23,0.035013,0.065099,0.029434,0.285444,0.015039
118,2019-12-24,0.034527,0.051095,0.044478,0.285444,0.015882
119,2019-12-25,0.033832,0.046952,0.044478,0.285444,0.015882
120,2019-12-26,0.033300,0.050503,0.053448,0.285444,0.015601
121,2019-12-27,0.034051,0.050475,0.056905,0.285444,0.026564
122,2019-12-28,0.034461,0.046391,0.056905,0.285444,0.026564
123,2019-12-29,0.035997,0.049515,0.056905,0.285444,0.026564
124,2019-12-30,0.034094,0.050755,0.060176,0.285444,0.046100
125,2019-12-31,0.032634,0.045819,0.064754,0.285444,0.031483
126,2020-01-01,0.032731,0.038290,0.064754,0.285444,0.031483
127,2020-01-02,0.029579,0.044761,0.069333,0.285444,0.013071
128,2020-01-03,0.034855,0.065908,0.091852,0.285444,0.034856
129,2020-01-04,0.035821,0.037939,0.091852,0.285444,0.034856
130,2020-01-05,0.035831,0.041645,0.091852,0.285444,0.034856
131,2020-01-06,0.041085,0.051919,0.107270,0.285444,0.032467
132,2020-01-07,0.046877,0.067806,0.112502,0.285444,0.031623
133,2020-01-08,0.045646,0.076211,0.099608,0.285444,0.026845
134,2020-01-09,0.042698,0.054146,0.094001,0.285444,0.014055
135,2020-01-10,0.046919,0.067653,0.099421,0.283554,0.014336
136,2020-01-11,0.045025,0.058414,0.099421,0.283554,0.014336
137,2020-01-12,0.047300,0.050840,0.099421,0.283554,0.014336
138,2020-01-13,0.046591,0.049624,0.090170,0.283554,0.010963
139,2020-01-14,0.056626,0.114313,0.084844,0.283554,0.011947
140,2020-01-15,0.056322,0.100602,0.093440,0.283554,0.012368
141,2020-01-16,0.055100,0.075174,0.090170,0.283554,0.010963
142,2020-01-17,0.058113,0.089808,0.099421,0.285444,0.007871
143,2020-01-18,0.058315,0.078136,0.099421,0.285444,0.007871
144,2020-01-19,0.054842,0.083574,0.099421,0.285444,0.007871
145,2020-01-20,0.054129,0.061021,0.094095,0.285444,0.007871
146,2020-01-21,0.055424,0.054295,0.096804,0.285444,0.018412
147,2020-01-22,0.054470,0.049963,0.096057,0.285444,0.019255
148,2020-01-23,0.050442,0.059136,0.104280,0.285444,0.020239
149,2020-01-24,0.051013,0.055164,0.110260,0.285444,0.042446
150,2020-01-25,0.049874,0.041420,0.110260,0.285444,0.042446
151,2020-01-26,0.053236,0.048740,0.110260,0.285444,0.042446
152,2020-01-27,0.057831,0.067459,0.115306,0.285444,0.094027
153,2020-01-28,0.064420,0.084099,0.108017,0.285444,0.066620
154,2020-01-29,0.063804,0.073347,0.108671,0.285444,0.068166
155,2020-01-30,0.066628,0.078254,0.123341,0.294896,0.055517
156,2020-01-31,0.064301,0.069730,0.122127,0.293006,0.102600
157,2020-02-01,0.064923,0.059576,0.122127,0.293006,0.102600
158,2020-02-02,0.064211,0.073790,0.122127,0.293006,0.102600
159,2020-02-03,0.063464,0.074075,0.116987,0.293006,0.090372
160,2020-02-04,0.061812,0.071063,0.091852,0.293006,0.063387
161,2020-02-05,0.068161,0.086481,0.098673,0.293006,0.050738
162,2020-02-06,0.069870,0.093444,0.105401,0.293006,0.048067
163,2020-02-07,0.070841,0.084457,0.108578,0.291115,0.055235
164,2020-02-08,0.071856,0.086336,0.108578,0.291115,0.055235
165,2020-02-09,0.075550,0.088176,0.108578,0.291115,0.055235
166,2020-02-10,0.071731,0.098529,0.114278,0.291115,0.049192
167,2020-02-11,0.076894,0.093500,0.105494,0.291115,0.051160
168,2020-02-12,0.078624,0.110269,0.106896,0.291115,0.030921
169,2020-02-13,0.076984,0.127373,0.113624,0.291115,0.036683
170,2020-02-14,0.078419,0.109963,0.120725,0.291115,0.030077
171,2020-02-15,0.072213,0.111487,0.120725,0.291115,0.030077
172,2020-02-16,0.072874,0.110068,0.120725,0.291115,0.030077
173,2020-02-17,0.069287,0.117659,0.136797,0.291115,0.030077
174,2020-02-18,0.075921,0.121341,0.136797,0.293006,0.046240
175,2020-02-19,0.068454,0.120534,0.144459,0.293006,0.039916
176,2020-02-20,0.068088,0.114554,0.152588,0.293006,0.056500
177,2020-02-21,0.069233,0.102996,0.179032,0.291115,0.077864
178,2020-02-22,0.068892,0.088263,0.179032,0.291115,0.077864
179,2020-02-23,0.072728,0.103733,0.179032,0.291115,0.077864
180,2020-02-24,0.068701,0.115003,0.205008,0.291115,0.189599
181,2020-02-25,0.064172,0.107581,0.180153,0.291115,0.229234
182,2020-02-26,0.056520,0.130452,0.173706,0.291115,0.225158
183,2020-02-27,0.055991,0.116131,0.175762,0.291115,0.388194
184,2020-02-28,0.054346,0.113629,0.104747,0.291115,0.401546
185,2020-02-29,0.053275,0.088131,0.104747,0.291115,0.401546
186,2020-03-01,0.052731,0.086848,0.104747,0.291115,0.401546
187,2020-03-02,0.057242,0.108572,0.130723,0.293006,0.307519
188,2020-03-03,0.056039,0.107209,0.176976,0.293006,0.355306
189,2020-03-04,0.055562,0.085105,0.175668,0.198488,0.287421
190,2020-03-05,0.060311,0.099431,0.198841,0.198488,0.394659
191,2020-03-06,0.060954,0.102697,0.202859,0.198488,0.427266
192,2020-03-07,0.057833,0.089359,0.202859,0.198488,0.427266
193,2020-03-08,0.046061,0.100226,0.202859,0.198488,0.427266
194,2020-03-09,0.043353,0.120374,0.205756,0.198488,0.603233
195,2020-03-10,0.043148,0.106710,0.191366,0.198488,0.502600
196,2020-03-11,0.043173,0.096493,0.174640,0.198488,0.595362
197,2020-03-12,0.000000,0.140752,0.126051,0.200378,0.898524
198,2020-03-13,0.008705,0.199127,0.056999,0.200378,0.650597
199,2020-03-14,0.003371,0.089178,0.056999,0.200378,0.650597
200,2020-03-15,0.006189,0.082939,0.056999,0.200378,0.650597
201,2020-03-16,0.000641,0.115835,0.028406,0.039698,1.000000
202,2020-03-17,0.003741,0.096319,0.065408,0.039698,0.904708
203,2020-03-18,0.003930,0.094167,0.020744,0.039698,0.912298
