Date,SOL_Price
2020-04-10,0.9510539770126343
2020-04-11,0.7768189907073975
2020-04-12,0.8825070261955261
2020-04-13,0.7778319716453552
2020-04-14,0.6619250178337097
2020-04-15,0.646651029586792
2020-04-16,0.6908159852027893
2020-04-17,0.6607279777526855
2020-04-18,0.6810960173606873
2020-04-19,0.6069689989089966
2020-04-20,0.538811981678009
2020-04-21,0.5876590013504028
2020-04-22,0.6916009783744812
2020-04-23,0.6274570226669312
2020-04-24,0.6342419981956482
2020-04-25,0.6433290243148804
2020-04-26,0.6355059742927551
2020-04-27,0.5723720192909241
2020-04-28,0.6612930297851562
2020-04-29,0.7458400130271912
2020-04-30,0.6910449862480164
2020-05-01,0.7287939786911011
2020-05-02,0.7158759832382202
2020-05-03,0.6795349717140198
2020-05-04,0.6674910187721252
2020-05-05,0.6418370008468628
2020-05-06,0.6225839853286743
2020-05-07,0.6129779815673828
2020-05-08,0.6049219965934753
2020-05-09,0.6045269966125488
2020-05-10,0.5370339751243591
2020-05-11,0.5152729749679565
2020-05-12,0.5385760068893433
2020-05-13,0.5505319833755493
2020-05-14,0.5691180229187012
2020-05-15,0.5597519874572754
2020-05-16,0.599120020866394
2020-05-17,0.6129890084266663
2020-05-18,0.6526700258255005
2020-05-19,0.6244540214538574
2020-05-20,0.5791559815406799
2020-05-21,0.6089149713516235
2020-05-22,0.6388750076293945
2020-05-23,0.6130310297012329
2020-05-24,0.5490530133247375
2020-05-25,0.6008570194244385
2020-05-26,0.5733069777488708
2020-05-27,0.5909850001335144
2020-05-28,0.5751550197601318
2020-05-29,0.5794150233268738
2020-05-30,0.5879330039024353
2020-05-31,0.5700219869613647
2020-06-01,0.5774949789047241
2020-06-02,0.5646690130233765
2020-06-03,0.5866209864616394
2020-06-04,0.5872989892959595
2020-06-05,0.6611549854278564
2020-06-06,0.6224430203437805
2020-06-07,0.6165779829025269
2020-06-08,0.6683130264282227
2020-06-09,0.6580020189285278
2020-06-10,0.6448670029640198
2020-06-11,0.5737419724464417
2020-06-12,0.5938689708709717
2020-06-13,0.608942985534668
2020-06-14,0.5870770215988159
2020-06-15,0.5706390142440796
2020-06-16,0.5855759978294373
2020-06-17,0.5815619826316833
2020-06-18,0.6209560036659241
2020-06-19,0.684332013130188
2020-06-20,0.6435909867286682
2020-06-21,0.6731489896774292
2020-06-22,0.7268480062484741
2020-06-23,0.7082970142364502
2020-06-24,0.7369940280914307
2020-06-25,0.7131940126419067
2020-06-26,0.7411440014839172
2020-06-27,0.7135480046272278
2020-06-28,0.7984949946403503
2020-06-29,0.8524540066719055
2020-06-30,0.8600940108299255
2020-07-01,0.8326420187950134
2020-07-02,0.7802190184593201
2020-07-03,0.7680929899215698
2020-07-04,0.7803720235824585
2020-07-05,0.6916639804840088
2020-07-06,0.7079079747200012
2020-07-07,0.7530480027198792
2020-07-08,0.7967129945755005
2020-07-09,0.8534529805183411
2020-07-10,0.9135599732398987
2020-07-11,0.9246240258216858
2020-07-12,1.0167160034179688
2020-07-13,1.175734043121338
2020-07-14,1.148074984550476
2020-07-15,1.289597988128662
2020-07-16,0.8724409937858582
2020-07-17,0.9778370261192322
2020-07-18,0.9665830135345459
2020-07-19,0.9203490018844604
2020-07-20,0.8730890154838562
2020-07-21,0.9771659970283508
2020-07-22,1.0440870523452759
2020-07-23,1.0498440265655518
2020-07-24,0.9953460097312927
2020-07-25,1.252223014831543
2020-07-26,1.5651099681854248
2020-07-27,1.7786359786987305
2020-07-28,1.7840670347213745
2020-07-29,1.6582889556884766
2020-07-30,1.6868070363998413
2020-07-31,1.5381779670715332
2020-08-01,1.526610016822815
2020-08-02,1.7428100109100342
2020-08-03,1.802610993385315
2020-08-04,1.8716390132904053
2020-08-05,1.7545499801635742
2020-08-06,2.206347942352295
2020-08-07,2.0859029293060303
2020-08-08,2.4736249446868896
2020-08-09,2.6652278900146484
2020-08-10,3.1317930221557617
2020-08-11,3.3034191131591797
2020-08-12,3.7697510719299316
2020-08-13,3.7559709548950195
2020-08-14,3.4093880653381348
2020-08-15,3.1837949752807617
2020-08-16,3.385653018951416
2020-08-17,3.0986080169677734
2020-08-18,3.3299760818481445
2020-08-19,2.899040937423706
2020-08-20,3.2082669734954834
2020-08-21,2.9436678886413574
2020-08-22,3.020885944366455
2020-08-23,3.3224310874938965
2020-08-24,3.3449859619140625
2020-08-25,3.264849901199341
2020-08-26,3.5583748817443848
2020-08-27,3.4450600147247314
2020-08-28,4.011393070220947
2020-08-29,3.968808889389038
2020-08-30,4.4358229637146
2020-08-31,4.782045841217041
2020-09-01,4.344515800476074
2020-09-02,4.1644721031188965
2020-09-03,3.5273399353027344
2020-09-04,3.5457940101623535
2020-09-05,2.5979158878326416
2020-09-06,3.086042881011963
2020-09-07,2.928528070449829
2020-09-08,2.4689769744873047
2020-09-09,3.636378049850464
2020-09-10,3.469836950302124
2020-09-11,3.4274280071258545
2020-09-12,3.332659959793091
2020-09-13,3.2258388996124268
2020-09-14,3.2691330909729004
2020-09-15,2.9391210079193115
2020-09-16,2.5453989505767822
2020-09-17,2.891874074935913
2020-09-18,3.1079399585723877
2020-09-19,3.028891086578369
2020-09-20,2.8709030151367188
2020-09-21,2.7825090885162354
2020-09-22,2.9155189990997314
2020-09-23,2.836756944656372
2020-09-24,3.1327149868011475
2020-09-25,3.1886119842529297
2020-09-26,3.1347029209136963
2020-09-27,3.152946949005127
2020-09-28,2.9566779136657715
2020-09-29,2.9464330673217773
2020-09-30,2.897876024246216
2020-10-01,2.861027956008911
2020-10-02,2.6260828971862793
2020-10-03,2.5473029613494873
2020-10-04,2.5159950256347656
2020-10-05,2.657644033432007
2020-10-06,2.1762499809265137
2020-10-07,2.2917959690093994
2020-10-08,2.365220069885254
2020-10-09,2.5398590564727783
2020-10-10,2.406090021133423
2020-10-11,2.4265780448913574
2020-10-12,2.5870718955993652
2020-10-13,2.404910087585449
2020-10-14,2.3146350383758545
2020-10-15,2.2664361000061035
2020-10-16,2.149385929107666
2020-10-17,2.201843023300171
2020-10-18,2.2142670154571533
2020-10-19,2.058079957962036
2020-10-20,1.8886719942092896
